codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
79223;PPDXR;Sem Categoria;AVIAO;CESSNA AIRCRAFT;170A;C170;PISTAO;MONOMOTOR;862;862;1;1949;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;ITANHAEM;ITANHAEM;CRUZEIRO;ESPECIALIZADA;DESTRUIDA;0
81672;PRURN;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2002;BRASIL;BRASIL;AVIAO;PARTICULAR;EDU CHAVES;MAJOR BRIGADEIRO TROMPOWSKY;CRUZEIRO;PRIVADA;NENHUM;0
81672;PTWLJ;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-31T;PAY2;TURBOELICE;BIMOTOR;4082;4082;8;1981;BRASIL;BRASIL;AVIAO;PARTICULAR;PEDRO MORGANTI;TANCREDO DE ALMEIDA NEVES;CRUZEIRO;PRIVADA;NENHUM;0
81671;PRYXA;Sem Categoria;AVIAO;ATR - GIE AVIONS DE TRANSPORT REGIONAL;ATR-72-212A (600);AT76;TURBOELICE;BIMOTOR;23000;23000;0;2022;BRASIL;BRASIL;AVIAO;REGULAR;FRANK MILOYE MILENKOVICH;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
79206;PTAOP;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-28-180;P28A;PISTAO;MONOMOTOR;1089;1089;4;1968;BRASIL;BRASIL;AVIAO;INSTRUCAO;GUARAPARI;EURICO DE AGUIAR SALLES;DECOLAGEM;INSTRUCAO;DESTRUIDA;2
79198;PTUGA;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1990;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;DESTRUIDA;1
81633;Sem Matricula;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;Nao Informado;FAZENDA IROHY;FAZENDA IROHY;DECOLAGEM;Nao Informado;SUBSTANCIAL;1
79107;PTNPG;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;P28B;PISTAO;MONOMOTOR;1361;1361;4;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;NAO IDENTIFICADO;NAO IDENTIFICADO;INDETERMINADA;PRIVADA;DESTRUIDA;2
81623;PULRR;Sem Categoria;ULTRALEVE;S.G. AVIATION;STORM 300 B;ULAC;PISTAO;MONOMOTOR;540;540;2;2001;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;AEROVACO;LAGOA DA PRATA;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;1
79106;PTDXI;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210K;C210;PISTAO;MONOMOTOR;1724;1724;6;1971;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;DESTRUIDA;0
79098;PRASN;Sem Categoria;AVIAO;AIR TRACTOR;AT-402B;AT3T;TURBOELICE;MONOMOTOR;3175;3175;1;2010;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRICOLA;DESTRUIDA;1
79032;PPBSS;Sem Categoria;AVIAO;HAWKER BEECHCRAFT;C90GT;BE9L;TURBOELICE;BIMOTOR;4581;4581;8;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;Comandante Rolim Adolfo Amaro;CAMPO DE MARTE;CRUZEIRO;PRIVADA;DESTRUIDA;1
78837;PTGRG;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1550;1550;1;1977;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;DESTRUIDA;1
81601;PPOKK;Sem Categoria;AVIAO;SOCATA;TBM700N;TBM7;TURBOELICE;MONOMOTOR;3354;3354;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA GENOVEVA/GOIANIA;APROXIMACAO FINAL;PRIVADA;NENHUM;0
78832;PTLTJ;Sem Categoria;AVIAO;CESSNA AIRCRAFT;550;C550;JATO;BIMOTOR;6033;6033;11;1981;BRASIL;BRASIL;AVIAO;PARTICULAR;Comandante Rolim Adolfo Amaro;BARRA GRANDE;POUSO;PRIVADA;DESTRUIDA;5
81587;PRIHP;Sem Categoria;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;4;2009;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL RONDON;MARECHAL RONDON;MANOBRA;REGULAR;NENHUM;0
78772;PTNKK;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-710C;P28B;PISTAO;MONOMOTOR;1361;1361;4;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;DESTRUIDA;3
78757;PTCON;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-28-140;P28A;PISTAO;MONOMOTOR;975;975;4;1966;BRASIL;BRASIL;AVIAO;PARTICULAR;CAMPO DE MARTE;CAMPO DE MARTE;CRUZEIRO;PRIVADA;DESTRUIDA;2
78745;PRETJ;Sem Categoria;AVIAO;CIRRUS DESIGN;SR20;SR20;PISTAO;MONOMOTOR;1360;1360;4;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;CARLOS PRATES;BAHIA - JORGE AMADO;SUBIDA;PRIVADA;DESTRUIDA;4
78722;PRBHF;Sem Categoria;AVIAO;BEECH AIRCRAFT;F33A;BE33;PISTAO;MONOMOTOR;1542;1542;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;ESTANCIA SANTA MARIA;ESTANCIA ESMERALDA;SUBIDA;PRIVADA;DESTRUIDA;2
81563;PTTBM;Sem Categoria;AVIAO;SOCATA;TBM700N;TBM7;TURBOELICE;MONOMOTOR;3354;3354;0;2019;BRASIL;BRASIL;AVIAO;PARTICULAR;ABA;CONGONHAS;POUSO;PRIVADA;NENHUM;0
81562;PRHID;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;PONTA PORA;CAMPO DE MARTE;POUSO;PRIVADA;NENHUM;0
78695;PTKLO;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-28-180;P28A;PISTAO;MONOMOTOR;1086;1086;4;1974;BRASIL;BRASIL;AVIAO;INSTRUCAO;DEPUTADO LUIS EDUARDO MAGALHAES;AEROCLUBE DE ALAGOAS;CRUZEIRO;PRIVADA;DESTRUIDA;1
81560;PTHKM;Sem Categoria;HELICOPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;MONOMOTOR;1451;1451;5;1979;BRASIL;BRASIL;HELICOPTERO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;ESPECIALIZADA;SUBSTANCIAL;0
78656;PTDME;Sem Categoria;AVIAO;SOCATA;ST-10;ST10;PISTAO;MONOMOTOR;1030;1030;4;1971;BRASIL;BRASIL;AVIAO;PARTICULAR;CARLOS PRATES;CARLOS PRATES;DECOLAGEM;PRIVADA;DESTRUIDA;1
81558;PRWEE;Sem Categoria;AVIAO;RAYTHEON AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;HIDRELETRICA DE ITUMBIARA;JACAREPAGUA;POUSO;PRIVADA;NENHUM;0
81557;PRYSB;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A20N;JATO;Nao Informado;77000;77000;0;2019;BRASIL;BRASIL;AVIAO;REGULAR;CONGONHAS;SALGADO FILHO;CRUZEIRO;REGULAR;NENHUM;0
78610;PTLOK;Sem Categoria;AVIAO;AVIONS MUDRY;CAP-10B;CP10;PISTAO;MONOMOTOR;760;760;2;1988;BRASIL;BRASIL;AVIAO;PARTICULAR;AEROCLUBE DE BENTO GONCALVES;AEROCLUBE DE BENTO GONCALVES;DECOLAGEM;PRIVADA;DESTRUIDA;1
81553;PRAQM;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIAO;REGULAR;SALGADO FILHO;RUBEM BERTA;SUBIDA;REGULAR;NENHUM;0
78579;PRCTU;Sem Categoria;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIAO;PARTICULAR;CATULEVE;CATULEVE;SUBIDA;PRIVADA;DESTRUIDA;0
78525;PTAIG;Sem Categoria;AVIAO;GLOBE AIRCRAFT;GC-1A;GC1;PISTAO;MONOMOTOR;777;777;2;1947;BRASIL;BRASIL;AVIAO;PARTICULAR;NAO IDENTIFICADO;NAO IDENTIFICADO;MANOBRA;PRIVADA;DESTRUIDA;2
81550;PRCHQ;Sem Categoria;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;15;2008;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;CABO FRIO;CABO FRIO;PARTIDA DO MOTOR;TAXI AEREO;LEVE;0
81549;PRYYI;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;0;2017;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL CUNHA MACHADO;VAL DE CANS / JULIO CEZAR RIBEIRO;SUBIDA;REGULAR;NENHUM;0
81548;PUEPF;Sem Categoria;ULTRALEVE;FABIO LUIZ DE ALMEIDA;PARADISE P1;ULAC;PISTAO;MONOMOTOR;750;750;2;2011;BRASIL;BRASIL;ULTRALEVE;PARTICULAR;AERODROMO NAO CADASTRADO;AERODROMO NAO CADASTRADO;APROXIMACAO FINAL;PRIVADA;SUBSTANCIAL;1
78344;PRJEE;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210N;C210;PISTAO;MONOMOTOR;1724;1724;6;1980;BRASIL;BRASIL;AVIAO;PARTICULAR;CAMPO DE MARTE;Comandante Rolim Adolfo Amaro;DECOLAGEM;PRIVADA;DESTRUIDA;2
78324;PTUII;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1994;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;DESTRUIDA;1
78317;PPZWA;Sem Categoria;AVIAO;FABRICANTE DESCONHECIDO;YPIRANGA;ZZZZ;PISTAO;MONOMOTOR;520;520;1;1984;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUIDA;2
81543;PUJPA;Sem Categoria;ULTRALEVE;FABRICANTE DESCONHECIDO;P92 S ECHO;ULAC;PISTAO;MONOMOTOR;499;499;2;2000;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;JOAO MONTEIRO;JOAO MONTEIRO;SUBIDA;PRIVADA;SUBSTANCIAL;0
81542;PTJEN;Sem Categoria;AVIAO;CESSNA AIRCRAFT;182P;C182;PISTAO;MONOMOTOR;1338;1338;4;1973;BRASIL;BRASIL;AVIAO;PARTICULAR;AMERICANA;RIO CLARO;SUBIDA;PRIVADA;NENHUM;0
78291;PTGSH;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1978;BRASIL;BRASIL;AVIAO;PARTICULAR;CONFRESA;REGIONAL ORLANDO VILLAS BOAS;CRUZEIRO;PRIVADA;DESTRUIDA;0
81540;PRHRC;Sem Categoria;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2005;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;FORA DE AERODROMO;AGRISHOW;CRUZEIRO;PRIVADA;DESTRUIDA;2
78276;PTUJI;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1994;BRASIL;BRASIL;AVIAO;AGRICOLA;FAZENDA POUSO ALEGRE;FAZENDA POUSO ALEGRE;MANOBRA;AGRICOLA;DESTRUIDA;0
78183;PRRFB;Sem Categoria;AVIAO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOELICE;BIMOTOR;4581;4581;8;1999;BRASIL;BRASIL;AVIAO;PARTICULAR;HERCILIO LUZ;SERAFIN ENOSS BERTASO;DESCIDA;PRIVADA;DESTRUIDA;1
81537;PPHSX;Sem Categoria;AVIAO;AERO BOERO;AB-180;AB18;PISTAO;MONOMOTOR;844;844;3;1986;BRASIL;BRASIL;AVIAO;INSTRUCAO;BAURU;BAURU;CORRIDA APOS POUSO;INSTRUCAO;NENHUM;0
78161;PTOCB;Sem Categoria;AVIAO;BEECH AIRCRAFT;F33A;BE33;PISTAO;MONOMOTOR;1542;1542;5;1990;BRASIL;BRASIL;AVIAO;PARTICULAR;CARLOS PRATES;SERRA DO CIPO;CRUZEIRO;PRIVADA;DESTRUIDA;1
78158;PTGOU;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1976;BRASIL;BRASIL;AVIAO;AGRICOLA;CACHOEIRA DO SUL;CACHOEIRA DO SUL;CIRCUITO DE TRAFEGO;INSTRUCAO;DESTRUIDA;1
78076;PPMMR;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210L;C210;PISTAO;MONOMOTOR;1724;1724;6;1976;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;OURILANDIA DO NORTE;DECOLAGEM;PRIVADA;DESTRUIDA;4
81528;PRYYA;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;79000;79000;0;0;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL RONDON;TANCREDO NEVES;SUBIDA;REGULAR;NENHUM;0
78058;PRDMC;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2005;BRASIL;BRASIL;AVIAO;PARTICULAR;TANCREDO THOMAS DE FARIA;JOSE CLETO;INDETERMINADA;PRIVADA;DESTRUIDA;3
78036;PRZTE;Sem Categoria;AVIAO;JIM DICKINSON;CHRISTEN EAGLE II;ZZZZ;PISTAO;MONOMOTOR;726;726;2;1982;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;PARA DE MINAS;BOM DESPACHO;MANOBRA;PRIVADA;DESTRUIDA;2
78006;PUIAA;Sem Categoria;AVIAO;AEROBRAVO INDUSTRIA AERONAUTICA LTDA;AMAZON;ZZZZ;PISTAO;MONOMOTOR;600;600;2;2016;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;NAO IDENTIFICADO;NAO IDENTIFICADO;POUSO;EXPERIMENTAL;DESTRUIDA;0
81524;PRXML;Sem Categoria;AVIAO;BOEING;737-8 MAX;B38M;Nao Informado;BIMOTOR;82190;82190;0;0;BRASIL;BRASIL;AVIAO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;DEPUTADO LUIS EDUARDO MAGALHAES;SUBIDA;REGULAR;NENHUM;0
81523;PRYYE;Sem Categoria;AVIAO;AIRBUS;A320-251N;A20N;Nao Informado;Nao Informado;0;0;0;2017;BRASIL;BRASIL;AVIAO;REGULAR;VAL DE CANS / JULIO CEZAR RIBEIRO;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
77994;PTCDE;Sem Categoria;AVIAO;CESSNA AIRCRAFT;182G;C182;PISTAO;MONOMOTOR;1270;1270;4;0;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NAO REGULAR;DESTRUIDA;0
81512;PRATW;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;TANCREDO THOMAS DE FARIA;SUBIDA;REGULAR;NENHUM;0
81499;PPLMP;Sem Categoria;AVIAO;CESSNA AIRCRAFT;150J;C150;PISTAO;MONOMOTOR;726;726;2;1964;BRASIL;BRASIL;AVIAO;INSTRUCAO;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;CIRCUITO DE TRAFEGO;INSTRUCAO;NENHUM;0
81499;PTZBT;Sem Categoria;AVIAO;RICARDO VIEIRA DE QUEIROZ;RV-10;ZZZZ;PISTAO;MONOMOTOR;1224;1224;4;2010;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;HERCILIO LUZ;AEROCLUBE DE SANTA CATARINA;CIRCUITO DE TRAFEGO;PRIVADA;NENHUM;0
77905;PTFLW;Sem Categoria;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1995;BRASIL;BRASIL;AVIAO;TAXI AEREO;EDUARDO GOMES;FLORES;APROXIMACAO FINAL;TAXI AEREO;DESTRUIDA;0
77895;PRRCJ;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210N;C210;PISTAO;MONOMOTOR;1724;1724;6;1982;BRASIL;BRASIL;AVIAO;PARTICULAR;ITAITUBA;FLORES;CRUZEIRO;PRIVADA;DESTRUIDA;2
81496;PRYRF;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;0;BRASIL;BRASIL;AVIAO;REGULAR;TANCREDO NEVES;PINTO MARTINS;CRUZEIRO;REGULAR;NENHUM;0
77864;PTBYQ;Sem Categoria;AVIAO;EMBRAER;EMB-203;IPAN;PISTAO;MONOMOTOR;1900;1900;1;2017;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;DESTRUIDA;0
81493;PRAYI;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;VAL DE CANS / JULIO CEZAR RIBEIRO;SUBIDA;REGULAR;NENHUM;0
77773;PUXXX15;EXPERIMENTAL;AVIAO;KORTH SIMEON R \t;KORTH-CUBBY;A569E;PISTAO;MONOMOTOR;734;734;2;2004;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;FORA DE AERODROMO;FAZENDA VALE ELDORADO - DR JOSE DE AGUIAR LEME;MANOBRA;EXPERIMENTAL;DESTRUIDA;0
77691;PTIEL;Sem Categoria;AVIAO;BEECH AIRCRAFT;V35B;BE35;PISTAO;MONOMOTOR;1542;1542;6;1972;BRASIL;BRASIL;AVIAO;PARTICULAR;PRESIDENTE PRUDENTE;COXIM;OUTRA FASE;PRIVADA;DESTRUIDA;1
77687;PTURM;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2004;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;DOUTOR RAMALHO FRANCO;ESPECIALIZADA;PRIVADA;DESTRUIDA;1
81487;PRYYA;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;79000;79000;0;0;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL RONDON;GOVERNADOR ANDRE FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
81486;PRBGY;Sem Categoria;HELICOPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6400;6400;14;0;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;JACAREPAGUA;JACAREPAGUA;TAXI;TAXI AEREO;LEVE;0
81484;PRAKC;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;77;2015;BRASIL;BRASIL;AVIAO;REGULAR;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ALUIZIO ALVES;SUBIDA;REGULAR;NENHUM;0
77670;PTAVO;Sem Categoria;AVIAO;BEECH AIRCRAFT;F35;BE35;PISTAO;MONOMOTOR;1247;1247;4;1955;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;PRESIDENTE JOAO BATISTA FIGUEIREDO;DECOLAGEM;PRIVADA;DESTRUIDA;3
77450;PTGOC;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1976;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;SOLAG - SOL E LUA AVIACAO AGRICOLA;AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN;SUBIDA;PRIVADA;DESTRUIDA;0
81481;PRAXY;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIAO;REGULAR;CATARATAS;SALGADO FILHO;APROXIMACAO FINAL;REGULAR;NENHUM;0
77447;PTLSC;Sem Categoria;AVIAO;CESSNA AIRCRAFT;U206G;C206;PISTAO;MONOMOTOR;1633;1633;6;1980;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;DESTRUIDA;1
77407;PTORU;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210N;C210;PISTAO;MONOMOTOR;1724;1724;6;1984;BRASIL;BRASIL;AVIAO;PARTICULAR;ITAITUBA;ITAITUBA;MANOBRA;PRIVADA;DESTRUIDA;5
81478;Sem Matricula;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;Nao Informado;AERODROMO NAO CADASTRADO;AERODROMO NAO CADASTRADO;APROXIMACAO FINAL;Nao Informado;NENHUM;0
81478;PSGCP;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-46-500TP;Nao Informado;TURBOELICE;SEM TRACAO;2310;2310;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;Fazenda Relu;PRIMAVERA DO LESTE;POUSO;PRIVADA;NENHUM;0
81477;PRAEN;Sem Categoria;AVIAO;CESSNA AIRCRAFT;T182T;C182;PISTAO;MONOMOTOR;1406;1406;4;2012;BRASIL;BRASIL;AVIAO;PARTICULAR;BACACHERI;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;CRUZEIRO;PRIVADA;NENHUM;0
77398;PRRBA;Sem Categoria;AVIAO;CESSNA AIRCRAFT;A188B;C188;PISTAO;MONOMOTOR;1907;1907;1;1977;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;DESTRUIDA;1
81474;PUPDR;Sem Categoria;ULTRALEVE;EVALDO TORRES SANTOS;CAP-TAIN;ULAC;PISTAO;MONOMOTOR;620;620;2;2011;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;IGUATU;REMANSO;CRUZEIRO;EXPERIMENTAL;LEVE;0
81472;PUBCD;Sem Categoria;ULTRALEVE;FABRICANTE DESCONHECIDO;P2004 BRAVO;ULAC;PISTAO;MONOMOTOR;550;550;2;2006;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;Umberto Modiano;Umberto Modiano;CRUZEIRO;PRIVADA;NENHUM;0
77386;PUXXX9;EXPERIMENTAL;AVIAO;FABRICANTE DESCONHECIDO;TRIKE;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;DESTRUIDA;2
77354;N154KQ;Sem Categoria;AVIAO;QUEST AIRCRAFT;KODIAC 100;KODI;TURBOELICE;MONOMOTOR;3291;3291;0;2015;NAO IDENTIFICADO;NAO IDENTIFICADO;AVIAO;Nao Informado;FORA DE AERODROMO;ANAPOLIS;DECOLAGEM;PRIVADA;DESTRUIDA;0
77333;PRAAV;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-25-235;PA25;PISTAO;MONOMOTOR;1315;1315;1;1966;BRASIL;BRASIL;AVIAO;INSTRUCAO;AEROCLUBE DE ITAPOLIS;AEROCLUBE DE ITAPOLIS;MANOBRA;INSTRUCAO;DESTRUIDA;1
81467;PRGGK;Sem Categoria;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2008;BRASIL;BRASIL;AVIAO;REGULAR;TANCREDO NEVES;AEROPORTO INTERNACIONAL AMILCAR CABRAL;CRUZEIRO;REGULAR;NENHUM;0
77267;PROTO;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;FAZENDA MACUCO;SILVIO NAME JUNIOR;DECOLAGEM;PRIVADA;DESTRUIDA;0
67058;PRPRF;Sem Categoria;AVIAO;CIRRUS DESIGN;SR20;SR20;PISTAO;MONOMOTOR;1315;1315;4;2000;BRASIL;BRASIL;AVIAO;PARTICULAR;AREA DE POUSO PARA USO AEROAGRICOLA;PONTA PORA;DECOLAGEM;PRIVADA;DESTRUIDA;2
81464;PRBGY;Sem Categoria;HELICOPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6400;6400;14;0;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;UMCP AQUARIUS BRASIL (CARAPEBUS);JACAREPAGUA;CRUZEIRO;TAXI AEREO;NENHUM;0
81462;PRAXP;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIAO;REGULAR;DEPUTADO LUIS EDUARDO MAGALHAES;TANCREDO NEVES;SUBIDA;REGULAR;NENHUM;0
81460;PRYRJ;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;REGULAR;SANTOS DUMONT;SALGADO FILHO;CRUZEIRO;REGULAR;NENHUM;0
66953;PRMFR;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210M;C210;PISTAO;MONOMOTOR;1723;1723;6;1977;BRASIL;BRASIL;AVIAO;TAXI AEREO;POUSO DA AGUIA;UAICAS;DECOLAGEM;TAXI AEREO;DESTRUIDA;4
